,Latitude,Longtitude,City,Date,Temperature,Humidity,Wind Speed,Clouds,Date (UTC)
544,-23.206631125193,-77.88131329599949,antofagasta,1544313600,17,77,4.1,40,2018-12-09 00:00:00
545,47.235790270689535,39.2962002231111,sinyavskoye,1544315400,-4,92,3,20,2018-12-09 00:30:00
546,25.272792924794757,-103.06418598028958,venustiano carranza,1544314200,19.94,40,6.7,40,2018-12-09 00:10:00
547,50.384013670675984,-1.7193118999119292,christchurch,1544315400,23,49,3.6,48,2018-12-09 00:30:00
548,17.177568910952687,-100.30747300602744,zacualpan,1544312700,28,74,2.1,5,2018-12-08 23:45:00
549,6.400453649508023,-69.35093535083404,cravo norte,1544316625,31.74,40,3.87,64,2018-12-09 00:50:25
550,-9.682204419118918,-78.13889584645788,casma,1544316338,19.47,100,5.02,68,2018-12-09 00:45:38
551,42.98171890934998,-99.85765662805848,pierre,1544313180,-5,77,3.1,1,2018-12-08 23:53:00
552,-2.8679485981289616,-49.36986427589002,mocajuba,1544316626,25.17,90,1.47,64,2018-12-09 00:50:26
553,39.90070170218243,32.312588499405365,ankara,1544314800,-3,92,1,32,2018-12-09 00:20:00
554,45.72407919849084,80.6663565463507,sarkand,1544316626,-19.04,45,0.97,0,2018-12-09 00:50:26
555,24.54245581518714,51.82139004502463,doha,1544315400,19.58,56,1.5,0,2018-12-09 00:30:00
556,54.70915285711925,-75.65573679219409,chapais,1544313600,-20,83,1.5,90,2018-12-09 00:00:00
557,16.47271501207213,46.265655060538705,sayyan,1544316627,6.07,71,0.37,0,2018-12-09 00:50:27
558,29.402338698419427,-85.1569201268328,callaway,1544315700,-5.93,85,4.6,1,2018-12-09 00:35:00
559,32.27864026446278,46.18825528352028,mehran,1544313600,7,87,1,75,2018-12-09 00:00:00
560,56.04331748949102,-55.59733083721082,saint anthony,1544314080,-2.88,71,2.1,90,2018-12-09 00:08:00
561,12.087913465241854,-164.37654485696055,nanakuli,1544314860,24.14,78,7.2,40,2018-12-09 00:21:00
562,13.955699883411825,67.50510535526621,kavaratti,1544316459,28.67,100,3.37,0,2018-12-09 00:47:39
563,61.18106467602726,-125.7612825840238,fort nelson,1544313600,-14,84,1,75,2018-12-09 00:00:00
564,2.55481247669897,140.8864162443479,vanimo,1544316629,27.74,100,5.52,48,2018-12-09 00:50:29
565,70.41240444412117,-44.42184756270339,ilulissat,1544313000,-12,66,4.6,0,2018-12-08 23:50:00
566,-22.56993735577406,-30.43851556001289,caravelas,1544316543,23.82,100,9.77,92,2018-12-09 00:49:03
567,63.39213593201538,98.10554520719711,tura,1544316630,11.17,85,1.07,0,2018-12-09 00:50:30
568,32.2566021639056,32.306783966183275,damietta,1544313600,15,72,2.6,40,2018-12-09 00:00:00
569,39.15955406779702,39.808049162855184,tunceli,1544313000,2.92,87,0.5,75,2018-12-08 23:50:00
570,-38.09886291804057,-61.08572777184381,tres arroyos,1544316631,27.24,31,8.37,20,2018-12-09 00:50:31
571,-30.982483357155814,-44.90890452252245,laguna,1544312400,25,36,4.1,5,2018-12-08 23:40:00
572,19.18862786635006,74.52225675962089,rahuri,1544316631,15.07,79,1.22,0,2018-12-09 00:50:31
573,1.4690086921462893,5.19976338149587,abonnema,1544316632,22.74,94,1.37,44,2018-12-09 00:50:32
